SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,CABANA MAIOR (02G/12UG),,CABANA MAIOR (02G/12UG),,CABANA MAIOR (02G/12UG),,CABANA MAIOR (02G/12UG),,CABANA MAIOR (extinta) (02G/10U),,CABANA MAIOR (extinta) (02G/10U),,CABANA MAIOR (extinta) (02G/10U),,CABANA MAIOR (extinta) (02G/10U),,CABANAS DE TORRES (19C/02U),,CABANAS DE TORRES (19C/02U),,CABANAS DE TORRES (19C/02U),,CABANAS DE TORRES (19C/02U),,CABECEIRAS DE BASTO (04J/06UG),,CABECEIRAS DE BASTO (04J/06UG),,CABECEIRAS DE BASTO (04J/06UG),,CABECEIRAS DE BASTO (04J/06UG),,CABEÇO DE VIDE (19L/01UG),,CABEÇO DE VIDE (19L/01UG),,CABEÇO DE VIDE (19L/01UG),,CABEÇO DE VIDE (19L/01UG),,CABEÇO MONTEIRO (14N/04C),,CABEÇO MONTEIRO (14N/04C),,CABEÇO MONTEIRO (14N/04C),,CABEÇO MONTEIRO (14N/04C),,CABREIRO (02G/05UG),,CABREIRO (02G/05UG),,CABREIRO (02G/05UG),,CABREIRO (02G/05UG),,
14/06/2004 09:00,,,0,(vau),,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.9,,,,,,,,,,,,0,(vau),,,0.2,,
15/06/2004 09:00,,,0,(vau),,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.5,,,,,,,,,,,,0,(vau),,,0.3,,
16/06/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.3,,,,,,,,,,,,0,(vau),,,0.2,,
17/06/2004 09:00,,,5.9,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,,,,,,,,,,,0,(vau),,,0.2,,
18/06/2004 09:00,,,1.1,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,,,,,,,,,,,0,(vau),,,0.3,,
19/06/2004 09:00,,,5,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,4,,,,,,,,,,,,0,(vau),,,0.2,,
20/06/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,3.5,,,,,,,,,,,,0,(vau),,,0.3,,
21/06/2004 09:00,,,11.8,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.4,,,,,,,,,,,,8.3,(vau),,,0.2,,
22/06/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,,,,,,,,,,,0.3,(vau),,,0.2,,
23/06/2004 09:00,,,13.1,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.2,,,,,,,,,,,,3.9,(vau),,,0.3,,
24/06/2004 09:00,,,4.8,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.2,,,,,,,,,,,,0.7,(vau),,,0.1,,
25/06/2004 09:00,,,5.3,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.5,,,,,,,,,,,,0.1,(vau),,,0.1,,
26/06/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.3,,,,,,,,,,,,0,(vau),,,0.2,,
27/06/2004 09:00,,,0.1,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,,,,,,,,,,,0,(vau),,,0.2,,
28/06/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,,,,,,,,,,,0,(vau),,,0.6,,
29/06/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,,,0,(vau),,,0.5,,
30/06/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.9,,,,,,,,,,,,0,(vau),,,0.2,,
01/07/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.5,,,,,,,,,,,,0,(vau),,,0.4,,
02/07/2004 09:00,,,2.4,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.5,,,,,,,,,,,,0,(vau),,,0.6,,
03/07/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.3,,,,,,,,,,,,0,(vau),,,0.5,,
04/07/2004 09:00,,,4.2,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.7,,,,,,,,,,,,0,(vau),,,0.3,,
05/07/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.7,,,,,,,,,,,,0,(vau),,,0.6,,
06/07/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.4,,,,,,,,,,,,0,(vau),,,0.6,,
07/07/2004 09:00,,,0.2,(vau),,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,3.8,,,,,,,,,,,,0,(vau),,,0.5,,
08/07/2004 09:00,,,10.1,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.7,,,,,,,,,,,,0.2,(vau),,,0.1,,
09/07/2004 09:00,,,0.1,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2,,,,,,,,,,,,0,(vau),,,0.2,,
10/07/2004 09:00,,,3.3,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2,,,,,,,,,,,,0,(vau),,,0.1,,
11/07/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.4,,,,,,,,,,,,0,(vau),,,0.3,,
12/07/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.9,,,,,,,,,,,,0,(vau),,,0.6,,
13/07/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,,,,,,,,,,,0,(vau),,,0.7,,
14/07/2004 09:00,,,10.1,(vau),,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,,,0,(vau),,,0.6,,
15/07/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,,,0,(vau),,,0.4,,
16/07/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,,,,,,,,,,,0,(vau),,,0.2,,
17/07/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.2,,,,,,,,,,,,0,(vau),,,0.2,,
18/07/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.1,,,,,,,,,,,,0,(vau),,,0.2,,
19/07/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.5,,,,,,,,,,,,0,(vau),,,0.2,,
20/07/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.1,,,,,,,,,,,,0.1,(vau),,,0.2,,
21/07/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.9,,,,,,,,,,,,0,(vau),,,0.2,,
22/07/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,,,,,,,,,,,0,(vau),,,0.2,,
23/07/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,,,,,,,,,,,0,(vau),,,0.2,,
24/07/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1,,,,,,,,,,,,0,(vau),,,0.2,,
25/07/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,,,,,,,,,,,0,(vau),,,0.3,,
26/07/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2,,,,,,,,,,,,0,(vau),,,0.3,,
27/07/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.2,,,,,,,,,,,,0,(vau),,,0.3,,
28/07/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.4,,,,,,,,,,,,0,(vau),,,0.2,,
29/07/2004 09:00,,,0.1,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,3,,,,,,,,,,,,0,(vau),,,0.3,,
30/07/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2,,,,,,,,,,,,0,(vau),,,0.4,,
31/07/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,,,0,(vau),,,0.2,,
01/08/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,,,,,,,,,,,0,(vau),,,0.2,,
02/08/2004 09:00,,,0.2,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.9,,,,,,,,,,,,0,(vau),,,0.2,,
03/08/2004 09:00,,,0.1,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.6,,,,,,,,,,,,0,(vau),,,0.2,,
04/08/2004 09:00,,,4.9,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.8,,,,,,,,,,,,0,(vau),,,0.1,,
05/08/2004 09:00,,,0.4,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.5,,,,,,,,,,,,0,(vau),,,0.2,,
06/08/2004 09:00,,,0.1,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,,,,,,,,,,,0,(vau),,,0.2,,
07/08/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.7,,,,,,,,,,,,0,(vau),,,0.3,,
08/08/2004 09:00,,,1.9,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,2,,,,,,,,,,,,0,(vau),,,0.4,,
09/08/2004 09:00,,,17.6,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,(vau),,,2.2,,,,,,,,,,,,0,(vau),,,0.1,,
10/08/2004 09:00,,,15.3,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,(vau),,,1.4,,,,,,,,,,,,0,(vau),,,0.1,,
11/08/2004 09:00,,,12.7,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,(vau),,,1.9,,,,,,,,,,,,0,(vau),,,0.5,,
12/08/2004 09:00,,,22.4,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,(vau),,,2.7,,,,,,,,,,,,0,(vau),,,0.2,,
13/08/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,,,,,,,,,,,0,(vau),,,0.2,,
14/08/2004 09:00,,,0.1,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,,,0,(vau),,,0.1,,
15/08/2004 09:00,,,0.2,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.7,,,,,,,,,,,,0,(vau),,,0.2,,
16/08/2004 09:00,,,1,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,(vau),,,2,,,,,,,,,,,,0,(vau),,,0.1,,
17/08/2004 09:00,,,9.7,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,(vau),,,2.5,,,,,,,,,,,,0,(vau),,,0.4,,
18/08/2004 09:00,,,66,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,3.4,,,,,,,,,,,,0,(vau),,,0.3,,
19/08/2004 09:00,,,10,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,(vau),,,2.4,,,,,,,,,,,,10.4,(vau),,,0.3,,
20/08/2004 09:00,,,1.9,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,,,,,,,,,,,6,(vau),,,0.2,,
21/08/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.9,,,,,,,,,,,,1,(vau),,,0.3,,
22/08/2004 09:00,,,0.1,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,,,,,,,,,,,0,(vau),,,0.1,,
23/08/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,,,0,(vau),,,0.1,,
24/08/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.7,,,,,,,,,,,,0,(vau),,,0.4,,
25/08/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,,,,,,,,,,,0,(vau),,,0.4,,
26/08/2004 09:00,,,0.1,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,,,,,,,,,,,0,(vau),,,0.5,,
27/08/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,,,,,,,,,,,0,(vau),,,0.3,,
28/08/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,,,,,,,,,,,0,(vau),,,0.4,,
29/08/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.4,,,,,,,,,,,,0,(vau),,,0.4,,
30/08/2004 09:00,,,0.2,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.2,,,,,,,,,,,,0,(vau),,,0.3,,
31/08/2004 09:00,,,0.1,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.6,,,,,,,,,,,,0,(vau),,,0.2,,
01/09/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.7,,,,,,,,,,,,0,(vau),,,0.2,,
02/09/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.4,,,,,,,,,,,,0,(vau),,,0.1,,
03/09/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,(vau),,,1,,,,,,,,,,,,0,(vau),,,0.3,,
04/09/2004 09:00,,,4,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,(vau),,,1.4,,,,,,,,,,,,22.1,(vau),,,0.3,,
05/09/2004 09:00,,,1.8,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,,,,,,,,,,,32.8,(vau),,,0.2,,
06/09/2004 09:00,,,0.9,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,,,2,(vau),,,0.1,,
07/09/2004 09:00,,,0.6,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.3,,,,,,,,,,,,1,(vau),,,0.1,,
08/09/2004 09:00,,,0.5,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1,,,,,,,,,,,,0.5,(vau),,,0.1,,
09/09/2004 09:00,,,0.4,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1,,,,,,,,,,,,0.6,(vau),,,0,,
10/09/2004 09:00,,,0.3,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,1.2,,,,,,,,,,,,0.4,(vau),,,0.1,,
11/09/2004 09:00,,,0.1,(vau),,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,,,0.4,(vau),,,0,,
12/09/2004 09:00,,,0.2,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,,,,,,,,,,,0.1,(vau),,,0.1,,
13/09/2004 09:00,,,0.1,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,,,,,,,,,,,0,(vau),,,0.2,,
14/09/2004 09:00,,,0.1,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.2,,,,,,,,,,,,4.6,(vau),,,0.1,,
15/09/2004 09:00,,,0.1,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,2.5,,,,,,,,,,,,0.1,(vau),,,0.3,,
16/09/2004 09:00,,,0.1,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.8,,,,,,,,,,,,0,(vau),,,0.4,,
17/09/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.3,,,,,,,,,,,,0,(vau),,,0.1,,
18/09/2004 09:00,,,0.1,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.9,,,,,,,,,,,,0,(vau),,,0.1,,
19/09/2004 09:00,,,0.1,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,1.5,,,,,,,,,,,,0,(vau),,,0.2,,
20/09/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,,,,,,,,,,,0,(vau),,,0.5,,
21/09/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,0,(vau),,,0.6,,
22/09/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,0,(vau),,,0.6,,
23/09/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,,,,,,,,,,,0,(vau),,,0.4,,
24/09/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,,,,,,,,,,,0,(vau),,,0.4,,
25/09/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,,,,,,,,,,,0,(vau),,,0.8,,
26/09/2004 09:00,,,0,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,,,,,,,,,,,0,(vau),,,0.3,,
27/09/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,,,0,(vau),,,0.2,,
28/09/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.9,,,,,,,,,,,,0,(vau),,,0.1,,
29/09/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.6,,,,,,,,,,,,0,(vau),,,0.1,,
30/09/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.2,,,,,,,,,,,,0,(vau),,,0.2,,
01/10/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.8,,,,,,,,,,,,0,(vau),,,0.3,,
02/10/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.9,,,,,,,,,,,,0,(vau),,,0.1,,
03/10/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1,,,,,,,,,,,,0,(vau),,,0.1,,
04/10/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.7,,,,,,,,,,,,0,(vau),,,0.1,,
05/10/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1,,,,,,,,,,,,2.1,(vau),,,0.1,,
06/10/2004 09:00,,,0,(vau),,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,1.1,,,,,,,,,,,,13.7,(vau),,,0.2,,
07/10/2004 09:00,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.8,,,,,,,,,,,,0,(vau),,,0.3,,
08/10/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.1,,,,,,,,,,,,0,(vau),,,0.1,,
09/10/2004 09:00,,,0,(vau),,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,(vau),,,3.4,,,,,,,,,,,,11.7,(vau),,,0.7,,
10/10/2004 09:00,,,0,(vau),,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.5,,,,,,,,,,,,4,(vau),,,0.5,,
11/10/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),,,1.7,,,,,,,,,,,,3.5,(vau),,,0,,
12/10/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,(vau),,,1,,,,,,,,,,,,2.9,(vau),,,0.1,,
13/10/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.1,,,,,,,,,,,,2.6,(vau),,,0.1,,
14/10/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.5,,,,,,,,,,,,1.6,(vau),,,0,,
15/10/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,2.1,,,,,,,,,,,,1.6,(vau),,,0,,
16/10/2004 09:00,,,0,(vau),,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),,,1.6,,,,,,,,,,,,1.6,(vau),,,0.1,,
17/10/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,,,,,,,,,,,1.4,(vau),,,0,,
18/10/2004 09:00,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),,,0.9,,,,,,,,,,,,1.1,(vau),,,0,,
19/10/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,(vau),,,3.1,,,,,,,,,,,,0.9,(vau),,,0.2,,
20/10/2004 09:00,,,0,(vau),,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,(vau),,,4.6,,,,,,,,,,,,0.9,(vau),,,0.7,,
21/10/2004 09:00,,,0,(vau),,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,(vau),,,2.4,,,,,,,,,,,,0.8,(vau),,,0.4,,
22/10/2004 09:00,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,0.5,(vau),,,0.1,,
23/10/2004 09:00,,,0,(vau),,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.8,,,,,,,,,,,,0.5,(vau),,,0.2,,
24/10/2004 09:00,,,0,(vau),,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.4,,,,,,,,,,,,0.5,(vau),,,0.6,,
25/10/2004 09:00,,,0,(vau),,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,(vau),,,0.6,,,,,,,,,,,,0.3,(vau),,,0.3,,
26/10/2004 09:00,,,0,(vau),,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,(vau),,,0.4,,,,,,,,,,,,0.3,(vau),,,0,,
27/10/2004 09:00,,,0,(vau),,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,(vau),,,3,,,,,,,,,,,,0.2,(vau),,,0.6,,
28/10/2004 09:00,,,0.1,(vau),,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,(vau),,,1.7,,,,,,,,,,,,0.2,(vau),,,0.3,,
29/10/2004 09:00,,,0,(vau),,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,(vau),,,1.7,,,,,,,,,,,,0.2,(vau),,,0.2,,
30/10/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,(vau),,,1,,,,,,,,,,,,0.2,(vau),,,0,,
31/10/2004 09:00,,,0,(vau),,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,(vau),,,1.7,,,,,,,,,,,,0.1,(vau),,,0.1,,
01/11/2004 09:00,,,0,(vau),,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,(vau),,,1.1,,,,,,,,,,,,0.2,(vau),,,0.3,,
02/11/2004 09:00,,,0,(vau),,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,(vau),,,0.7,,,,,,,,,,,,0.2,(vau),,,0.2,,
03/11/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,(vau),,,1.4,,,,,,,,,,,,0.2,(vau),,,0.1,,
04/11/2004 09:00,,,0,(vau),,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,(vau),,,1,,,,,,,,,,,,0.2,(vau),,,0.1,,
05/11/2004 09:00,,,0,(vau),,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.3,,,,,,,,,,,,0.1,(vau),,,0.6,,
06/11/2004 09:00,,,0,(vau),,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,3,,,,,,,,,,,,0.2,(vau),,,0.4,,
07/11/2004 09:00,,,0,(vau),,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,1.6,,,,,,,,,,,,0.2,(vau),,,0.4,,
08/11/2004 09:00,,,0,(vau),,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,(vau),,,0.5,,,,,,,,,,,,0.1,(vau),,,0.5,,
