SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,HERDADE DE VALADA (26M/01C),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,IDANHA-A-VELHA (14O/01UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,ISNA (14J/02UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,IZEDA (04Q/01UG),,
23/01/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
24/01/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/01/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
26/01/2000 09:00,,,0.8,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/01/2000 09:00,,,3.2,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
28/01/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/01/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
30/01/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
31/01/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
01/02/2000 09:00,,,1,(vco),,,,,,,20,(vco),,,,,,,,,,,,,,,3.6,(vco),,,,,
02/02/2000 09:00,,,2.5,(vco),,,,,,,29,(vco),,,,,,,,,,,,,,,12.4,(vco),,,,,
03/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
04/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
05/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
06/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
09/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
10/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
11/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
12/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
13/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
14/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
15/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
16/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
17/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
18/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
19/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
20/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
21/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
22/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
23/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
24/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
26/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
28/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/02/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
01/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
02/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
03/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
04/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
05/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
06/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
09/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
10/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
11/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
12/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
13/03/2000 09:00,,,0.1,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
14/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
15/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
16/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
17/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
18/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
19/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
20/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
21/03/2000 09:00,,,5,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
22/03/2000 09:00,,,9.9,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,4.2,(vco),,,,,
23/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,12.6,(vco),,,,,
24/03/2000 09:00,,,1,(vco),,,,,,,11,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
26/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
28/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
30/03/2000 09:00,,,2,(vco),,,,,,,10,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
31/03/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
01/04/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
02/04/2000 09:00,,,28,(vco),,,,,,,30,(vco),,,,,,,,,,,,,,,20.4,(vco),,,,,
03/04/2000 09:00,,,8.5,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,19.6,(vco),,,,,
04/04/2000 09:00,,,1,(vco),,,,,,,4,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
05/04/2000 09:00,,,1,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
06/04/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/04/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/04/2000 09:00,,,6,(vco),,,,,,,8,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
09/04/2000 09:00,,,15,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,10.6,(vco),,,,,
10/04/2000 09:00,,,1,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,4.2,(vco),,,,,
11/04/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
12/04/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
13/04/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,6.2,(vco),,,,,
14/04/2000 09:00,,,20,(vco),,,,,,,15,(vco),,,,,,,,,,,,,,,12.4,(vco),,,,,
15/04/2000 09:00,,,0,(vco),,,,,,,9,(vco),,,,,,,,,,,,,,,17.6,(vco),,,,,
16/04/2000 09:00,,,23,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,15.2,(vco),,,,,
17/04/2000 09:00,,,5,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,10.3,(vco),,,,,
18/04/2000 09:00,,,0,(vco),,,,,,,5,(vco),,,,,,,,,,,,,,,9.5,(vco),,,,,
19/04/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,7.2,(vco),,,,,
20/04/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
21/04/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,10.5,(vco),,,,,
22/04/2000 09:00,,,7.5,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,4.6,(vco),,,,,
23/04/2000 09:00,,,1,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
24/04/2000 09:00,,,0,(vco),,,,,,,10.2,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/04/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,6.3,(vco),,,,,
26/04/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,4.2,(vco),,,,,
27/04/2000 09:00,,,13,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,9.2,(vco),,,,,
28/04/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/04/2000 09:00,,,0,(vco),,,,,,,31,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
30/04/2000 09:00,,,5,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
01/05/2000 09:00,,,16,(vco),,,,,,,10,(vco),,,,,,,,,,,,,,,6.2,(vco),,,,,
02/05/2000 09:00,,,2.5,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,27.4,(vco),,,,,
03/05/2000 09:00,,,0,(vco),,,,,,,18,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
04/05/2000 09:00,,,0.4,(vco),,,,,,,9,(vco),,,,,,,,,,,,,,,12.2,(vco),,,,,
05/05/2000 09:00,,,11.5,(vco),,,,,,,21,(vco),,,,,,,,,,,,,,,7.4,(vco),,,,,
06/05/2000 09:00,,,22,(vco),,,,,,,3,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/05/2000 09:00,,,6,(vco),,,,,,,7,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/05/2000 09:00,,,9,(vco),,,,,,,8,(vco),,,,,,,,,,,,,,,12.4,(vco),,,,,
09/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
10/05/2000 09:00,,,0,(vco),,,,,,,3,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
11/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
12/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
13/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
14/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
15/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
16/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
17/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,8.4,(vco),,,,,
18/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
19/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
20/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
21/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
22/05/2000 09:00,,,2,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,9.6,(vco),,,,,
23/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
24/05/2000 09:00,,,1,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
26/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
28/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
30/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
31/05/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
01/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
02/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
03/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
04/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
05/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
06/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
09/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
10/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
11/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
12/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
13/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
14/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
15/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
16/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
17/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
18/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
19/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
20/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
21/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
22/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
23/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
24/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
26/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
28/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
30/06/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
01/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
02/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
03/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
04/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
05/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
06/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
09/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
10/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
11/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
12/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
13/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
14/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
15/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
16/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
17/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
18/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
19/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
20/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
21/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
22/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
23/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
24/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,9.4,(vco),,,,,
25/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,12.3,(vco),,,,,
26/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
28/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
30/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
31/07/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
01/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
02/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
03/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
04/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
05/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
06/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
09/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
10/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
11/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
12/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
13/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
14/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
15/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
16/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
17/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
18/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
19/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
20/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
21/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
22/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
23/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
24/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
26/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
27/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
28/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
30/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
31/08/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
01/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
02/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
03/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
04/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
05/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
06/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
07/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
09/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
10/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
11/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,15.2,(vco),,,,,
12/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
13/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
14/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
15/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
16/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
17/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
18/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
19/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
20/09/2000 09:00,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,6.4,(vco),,,,,
